opportunity_id,created_at,account_id,account_name,segment,industry,account_region,amount_usd,pipeline_stage,current_stage,forecast_category,next_step_date,status,actual_close,loss_reason,sales_rep_id,rep_name,rep_email,rep_region,rep_start_date
4492,2024-05-12 07:00:00+00:00,2551,Phillips LLC,Mid-Market,FinTech,West,53377.0,5,Closed,Omit,2024-05-20,lost,2024-05-30,no_decision,36,James Butler,cassidyrosario@example.net,West,2023-11-15
4507,2024-06-18 07:00:00+00:00,1384,"Marquez, Ward and Bennett",SMB,FinTech,East,14240.0,1,Discovery,Commit,2024-04-14,open,,,16,Steven Murray,goldenwilliam@example.net,South,2024-06-24
4508,2024-06-13 07:00:00+00:00,1384,"Marquez, Ward and Bennett",SMB,FinTech,East,22724.0,5,Closed,Best Case,2024-06-02,lost,2024-09-18,feature_gap,16,Steven Murray,goldenwilliam@example.net,South,2024-06-24
4512,2024-04-03 07:00:00+00:00,3781,"Fox, Rodriguez and Russell",SMB,FinTech,East,16266.0,5,Closed,Commit,2024-06-18,won,2024-05-10,,22,Jean Williams,yrobinson@example.com,East,2022-05-19
4513,2024-04-07 07:00:00+00:00,3781,"Fox, Rodriguez and Russell",SMB,FinTech,East,17204.0,5,Closed,Omit,2020-01-01,won,2024-05-01,,22,Jean Williams,yrobinson@example.com,East,2022-05-19
4514,2024-04-09 07:00:00+00:00,3781,"Fox, Rodriguez and Russell",SMB,FinTech,East,7245.0,5,Closed,Best Case,2020-01-01,lost,2024-06-14,timing,22,Jean Williams,yrobinson@example.com,East,2022-05-19
4541,2024-06-13 07:00:00+00:00,149,Cisneros and Sons,Mid-Market,Education,South,72864.0,5,Closed,Omit,2024-04-28,won,2024-07-15,,17,Chris Park,bradley85@example.com,South,2022-05-23
4542,2024-06-12 07:00:00+00:00,149,Cisneros and Sons,Mid-Market,Education,South,47970.0,5,Closed,Omit,2020-01-01,won,2024-08-27,,17,Chris Park,bradley85@example.com,South,2022-05-23
4564,2024-04-14 07:00:00+00:00,2392,Moore Group,SMB,Education,South,14852.0,5,Closed,Best Case,2024-06-19,won,2024-08-05,,13,Margaret Brown,taylordaniel@example.com,South,2024-05-31
4565,2024-05-20 07:00:00+00:00,2652,Butler-Wolf,Mid-Market,Healthcare,North,53944.0,5,Closed,Best Case,2020-01-01,won,2024-07-01,,42,Melissa Buckley,jasonjuarez@example.org,International,2024-01-19
4566,2024-05-27 07:00:00+00:00,2652,Butler-Wolf,Mid-Market,Healthcare,North,44198.0,5,Closed,Commit,2024-06-25,lost,2024-08-20,timing,42,Melissa Buckley,jasonjuarez@example.org,International,2024-01-19
4567,2024-05-22 07:00:00+00:00,2652,Butler-Wolf,Mid-Market,Healthcare,North,71639.0,5,Closed,Omit,2024-05-11,won,2024-06-12,,42,Melissa Buckley,jasonjuarez@example.org,International,2024-01-19
4580,2024-05-29 07:00:00+00:00,3930,Joseph-Davenport,Mid-Market,Education,East,78994.0,5,Closed,Best Case,2024-06-25,won,2024-08-23,,30,Elizabeth Warner,tiffanythomas@example.com,East,2024-03-20
4581,2024-06-02 07:00:00+00:00,3930,Joseph-Davenport,Mid-Market,Education,East,42128.0,5,Closed,Best Case,2024-04-14,won,2024-08-17,,30,Elizabeth Warner,tiffanythomas@example.com,East,2024-03-20
4584,2024-05-30 07:00:00+00:00,1075,"Adams, Jones and Marshall",Mid-Market,Retail,West,95869.0,5,Closed,Best Case,2024-06-12,won,2024-08-29,,48,Brianna Andrews,brandonyu@example.net,International,2023-05-22
4585,2024-05-31 07:00:00+00:00,1075,"Adams, Jones and Marshall",Mid-Market,Retail,West,36239.0,3,Proposal,Omit,2024-06-24,open,,,48,Brianna Andrews,brandonyu@example.net,International,2023-05-22
4586,2024-05-23 07:00:00+00:00,1075,"Adams, Jones and Marshall",Mid-Market,Retail,West,49158.0,5,Closed,Commit,2024-06-12,lost,2024-08-13,feature_gap,48,Brianna Andrews,brandonyu@example.net,International,2023-05-22
4607,2024-06-22 07:00:00+00:00,3135,Guerra-Evans,SMB,Healthcare,South,6884.0,5,Closed,Best Case,2024-04-13,lost,2024-10-16,no_budget,20,John Blevins,dalton49@example.net,South,2024-03-09
4608,2024-06-17 07:00:00+00:00,3135,Guerra-Evans,SMB,Healthcare,South,8475.0,5,Closed,Omit,2024-04-14,won,2024-09-30,,20,John Blevins,dalton49@example.net,South,2024-03-09
4619,2024-06-18 07:00:00+00:00,151,Cummings-Bentley,SMB,Retail,International,21039.0,5,Closed,Commit,2020-01-01,lost,2024-07-28,no_budget,6,Sierra Cordova,janetdalton@example.com,North,2023-08-16
4620,2024-06-14 07:00:00+00:00,151,Cummings-Bentley,SMB,Retail,International,7040.0,5,Closed,Commit,2024-06-10,won,2024-08-02,,6,Sierra Cordova,janetdalton@example.com,North,2023-08-16
4621,2024-06-14 07:00:00+00:00,151,Cummings-Bentley,SMB,Retail,International,19637.0,5,Closed,Commit,2024-05-04,won,2024-07-16,,6,Sierra Cordova,janetdalton@example.com,North,2023-08-16
4632,2024-06-06 07:00:00+00:00,3324,Lang-Goodwin,Mid-Market,Healthcare,North,51552.0,5,Closed,Commit,2024-05-29,won,2024-06-24,,4,Felicia Flores,stacey58@example.com,North,2022-05-04
4633,2024-06-05 07:00:00+00:00,3324,Lang-Goodwin,Mid-Market,Healthcare,North,42005.0,5,Closed,Commit,2024-05-18,won,2024-06-28,,4,Felicia Flores,stacey58@example.com,North,2022-05-04
4634,2024-06-13 07:00:00+00:00,3324,Lang-Goodwin,Mid-Market,Healthcare,North,41255.0,5,Closed,Best Case,2020-01-01,lost,2024-09-08,feature_gap,4,Felicia Flores,stacey58@example.com,North,2022-05-04
4652,2024-05-11 07:00:00+00:00,2888,Smith-Stewart,SMB,FinTech,South,10033.0,5,Closed,Omit,2024-05-30,won,2024-05-17,,13,Margaret Brown,taylordaniel@example.com,South,2024-05-31
4688,2024-04-07 07:00:00+00:00,1038,Lee Group,Mid-Market,Healthcare,East,34537.0,5,Closed,Omit,2024-05-02,won,2024-06-04,,30,Elizabeth Warner,tiffanythomas@example.com,East,2024-03-20
4726,2024-05-20 07:00:00+00:00,3855,Buckley and Sons,SMB,Healthcare,West,11944.0,5,Closed,Best Case,2024-04-29,won,2024-06-22,,21,David Ryan,ischwartz@example.org,East,2023-03-30
4740,2024-04-30 07:00:00+00:00,1199,Quinn-Owens,SMB,Retail,West,12106.0,5,Closed,Commit,2024-06-13,won,2024-05-18,,38,Diane Singh,samuel26@example.net,West,2023-09-21
4747,2024-04-25 07:00:00+00:00,1803,"Mueller, Taylor and Thompson",SMB,Retail,South,6218.0,3,Proposal,Omit,2024-05-22,open,,,14,Melissa Wang MD,valerieliu@example.com,South,2023-09-18
4765,2024-04-04 07:00:00+00:00,1424,West-Sanchez,SMB,Retail,North,18955.0,2,Demo,Omit,2024-04-06,open,,,7,Vanessa Mcgee,helen89@example.com,North,2023-08-23
4798,2024-05-17 07:00:00+00:00,695,Anderson Inc,SMB,Retail,North,7056.0,2,Demo,Omit,2024-06-19,open,,,6,Sierra Cordova,janetdalton@example.com,North,2023-08-16
4819,2024-06-23 07:00:00+00:00,1831,Tate and Sons,SMB,FinTech,East,15779.0,5,Closed,Omit,2024-06-27,won,2024-07-20,,24,Kenneth Rivas,wbrock@example.org,East,2022-12-14
4896,2024-05-03 07:00:00+00:00,526,Rodriguez-Wright,SMB,Healthcare,South,21158.0,5,Closed,Omit,2024-06-24,lost,2024-08-05,timing,42,Melissa Buckley,jasonjuarez@example.org,International,2024-01-19
4897,2024-05-08 07:00:00+00:00,526,Rodriguez-Wright,SMB,Healthcare,South,16089.0,5,Closed,Commit,2024-04-28,won,2024-07-08,,42,Melissa Buckley,jasonjuarez@example.org,International,2024-01-19
4898,2024-04-04 07:00:00+00:00,2836,Parker-Powell,Mid-Market,Healthcare,East,63056.0,1,Discovery,Omit,2024-06-05,open,,,22,Jean Williams,yrobinson@example.com,East,2022-05-19
4899,2024-05-09 07:00:00+00:00,3919,Ferguson-Cox,Mid-Market,Healthcare,International,76996.0,2,Demo,Commit,2024-06-27,open,,,48,Brianna Andrews,brandonyu@example.net,International,2023-05-22
4900,2024-05-24 07:00:00+00:00,1541,"Richardson, Hamilton and Pacheco",SMB,Healthcare,West,20571.0,5,Closed,Omit,2020-01-01,won,2024-08-19,,33,Jeffrey Martin,michaelnguyen@example.net,West,2023-10-02
4901,2024-05-14 07:00:00+00:00,1541,"Richardson, Hamilton and Pacheco",SMB,Healthcare,West,9395.0,5,Closed,Best Case,2024-06-27,won,2024-06-08,,33,Jeffrey Martin,michaelnguyen@example.net,West,2023-10-02
4902,2024-05-14 07:00:00+00:00,1541,"Richardson, Hamilton and Pacheco",SMB,Healthcare,West,21986.0,5,Closed,Commit,2024-05-02,won,2024-05-22,,33,Jeffrey Martin,michaelnguyen@example.net,West,2023-10-02
4903,2024-05-14 07:00:00+00:00,3863,Morris Ltd,SMB,FinTech,East,16918.0,2,Demo,Best Case,2024-05-03,open,,,21,David Ryan,ischwartz@example.org,East,2023-03-30
4912,2024-06-10 07:00:00+00:00,2451,"Turner, Sanchez and Cordova",SMB,Healthcare,North,18683.0,5,Closed,Best Case,2024-05-19,lost,2024-07-08,no_budget,7,Vanessa Mcgee,helen89@example.com,North,2023-08-23
4938,2024-05-14 07:00:00+00:00,728,"Meyers, Jones and Mendoza",Mid-Market,Healthcare,East,99690.0,5,Closed,Commit,2024-06-26,won,2024-08-09,,21,David Ryan,ischwartz@example.org,East,2023-03-30
4939,2024-05-13 07:00:00+00:00,728,"Meyers, Jones and Mendoza",Mid-Market,Healthcare,East,27849.0,5,Closed,Commit,2024-06-20,won,2024-08-18,,21,David Ryan,ischwartz@example.org,East,2023-03-30
4956,2024-04-01 07:00:00+00:00,3004,Andrews PLC,Mid-Market,FinTech,East,57075.0,5,Closed,Omit,2024-05-23,won,2024-06-22,,22,Jean Williams,yrobinson@example.com,East,2022-05-19
4967,2024-06-08 07:00:00+00:00,2082,"Schmidt, Moran and Ritter",SMB,Retail,North,19834.0,5,Closed,Best Case,2024-05-19,won,2024-07-13,,1,Adam Rodriguez,kingsteven@example.com,North,2022-10-16
4968,2024-06-14 07:00:00+00:00,2082,"Schmidt, Moran and Ritter",SMB,Retail,North,20760.0,5,Closed,Omit,2024-04-27,lost,2024-08-17,no_budget,1,Adam Rodriguez,kingsteven@example.com,North,2022-10-16
4969,2024-06-17 07:00:00+00:00,2082,"Schmidt, Moran and Ritter",SMB,Retail,North,11852.0,1,Discovery,Omit,2020-01-01,open,,,1,Adam Rodriguez,kingsteven@example.com,North,2022-10-16
4980,2024-04-19 07:00:00+00:00,3228,Gilmore LLC,Mid-Market,Education,International,73278.0,5,Closed,Best Case,2020-01-01,won,2024-06-01,,46,Jessica White,martinharrison@example.com,International,2022-08-22
4981,2024-04-20 07:00:00+00:00,3228,Gilmore LLC,Mid-Market,Education,International,27156.0,5,Closed,Omit,2020-01-01,won,2024-07-20,,46,Jessica White,martinharrison@example.com,International,2022-08-22
5004,2024-05-13 07:00:00+00:00,538,Fernandez and Sons,Mid-Market,Education,South,96453.0,5,Closed,Omit,2024-04-06,won,2024-08-24,,48,Brianna Andrews,brandonyu@example.net,International,2023-05-22
5054,2024-05-31 07:00:00+00:00,1062,"Oconnell, Khan and Shaw",Enterprise,FinTech,North,105274.0,5,Closed,Best Case,2024-04-20,won,2024-08-28,,1,Adam Rodriguez,kingsteven@example.com,North,2022-10-16
5058,2024-05-31 07:00:00+00:00,1678,Skinner-Morales,SMB,Retail,South,21265.0,5,Closed,Commit,2024-06-22,won,2024-06-25,,17,Chris Park,bradley85@example.com,South,2022-05-23
5059,2024-06-03 07:00:00+00:00,1678,Skinner-Morales,SMB,Retail,South,7413.0,5,Closed,Best Case,2024-06-03,won,2024-06-16,,17,Chris Park,bradley85@example.com,South,2022-05-23
5082,2024-06-27 07:00:00+00:00,2523,White-Davis,SMB,Education,International,19077.0,5,Closed,Best Case,2020-01-01,won,2024-10-23,,45,Nicholas Fisher,brucejoseph@example.org,International,2023-09-19
5083,2024-06-30 07:00:00+00:00,2523,White-Davis,SMB,Education,International,5452.0,5,Closed,Commit,2024-05-01,won,2024-09-25,,45,Nicholas Fisher,brucejoseph@example.org,International,2023-09-19
5092,2024-05-18 07:00:00+00:00,3651,"Kennedy, Chavez and Nunez",SMB,Education,East,20599.0,5,Closed,Omit,2024-05-19,won,2024-06-24,,25,Kyle Lee,scottcrane@example.com,East,2023-09-24
5093,2024-05-21 07:00:00+00:00,3651,"Kennedy, Chavez and Nunez",SMB,Education,East,9287.0,5,Closed,Commit,2024-05-09,lost,2024-06-04,no_budget,25,Kyle Lee,scottcrane@example.com,East,2023-09-24
5094,2024-05-18 07:00:00+00:00,3651,"Kennedy, Chavez and Nunez",SMB,Education,East,15643.0,1,Discovery,Commit,2024-05-01,open,,,25,Kyle Lee,scottcrane@example.com,East,2023-09-24
5124,2024-06-01 07:00:00+00:00,1347,Johnson and Sons,SMB,Education,East,6145.0,2,Demo,Best Case,2024-06-19,open,,,26,Ricky Franklin,coryjohnson@example.net,East,2023-02-26
5125,2024-05-30 07:00:00+00:00,1347,Johnson and Sons,SMB,Education,East,14778.0,5,Closed,Omit,2024-06-13,won,2024-08-08,,26,Ricky Franklin,coryjohnson@example.net,East,2023-02-26
5130,2024-04-04 07:00:00+00:00,2114,Sanchez-Thompson,Mid-Market,Retail,South,30178.0,5,Closed,Best Case,2020-01-01,won,2024-04-10,,11,Crystal Lyons,newtonchristopher@example.com,South,2022-03-30
5144,2024-06-29 07:00:00+00:00,2049,Kidd and Sons,SMB,Retail,International,8249.0,5,Closed,Commit,2024-05-08,won,2024-08-04,,50,Connie Smith,wwood@example.org,International,2024-05-12
5146,2024-06-27 07:00:00+00:00,2049,Kidd and Sons,SMB,Retail,International,8905.0,5,Closed,Omit,2024-04-30,won,2024-09-30,,50,Connie Smith,wwood@example.org,International,2024-05-12
5155,2024-05-29 07:00:00+00:00,1285,Adams-Johnson,Mid-Market,Retail,South,87741.0,5,Closed,Omit,2024-06-06,won,2024-07-16,,32,Stephanie Hunt,dscott@example.net,West,2024-01-04
5156,2024-05-21 07:00:00+00:00,1285,Adams-Johnson,Mid-Market,Retail,South,96663.0,3,Proposal,Omit,2024-04-09,open,,,32,Stephanie Hunt,dscott@example.net,West,2024-01-04
5157,2024-05-24 07:00:00+00:00,1285,Adams-Johnson,Mid-Market,Retail,South,50982.0,2,Demo,Commit,2020-01-01,open,,,32,Stephanie Hunt,dscott@example.net,West,2024-01-04
5158,2024-05-25 07:00:00+00:00,1285,Adams-Johnson,Mid-Market,Retail,South,65824.0,5,Closed,Commit,2024-04-07,won,2024-09-01,,32,Stephanie Hunt,dscott@example.net,West,2024-01-04
5176,2024-05-21 07:00:00+00:00,1497,Pena PLC,SMB,Retail,East,15503.0,5,Closed,Best Case,2020-01-01,won,2024-08-02,,31,Diana Welch,zwright@example.org,West,2023-07-16
5178,2024-06-01 07:00:00+00:00,1582,Decker PLC,SMB,FinTech,West,14356.0,5,Closed,Omit,2024-05-02,won,2024-06-13,,16,Steven Murray,goldenwilliam@example.net,South,2024-06-24
5179,2024-06-09 07:00:00+00:00,1582,Decker PLC,SMB,FinTech,West,22119.0,5,Closed,Commit,2024-05-04,won,2024-07-26,,16,Steven Murray,goldenwilliam@example.net,South,2024-06-24
5192,2024-06-30 07:00:00+00:00,3496,"Alvarez, Gonzalez and Richardson",Mid-Market,FinTech,South,44465.0,2,Demo,Best Case,2024-05-02,open,,,16,Steven Murray,goldenwilliam@example.net,South,2024-06-24
5204,2024-06-16 07:00:00+00:00,2349,Kelley Group,SMB,Education,South,23015.0,5,Closed,Commit,2024-05-25,won,2024-06-23,,18,Savannah Willis,peter85@example.com,South,2023-09-21
5205,2024-06-10 07:00:00+00:00,2349,Kelley Group,SMB,Education,South,22979.0,5,Closed,Omit,2024-06-26,won,2024-08-09,,18,Savannah Willis,peter85@example.com,South,2023-09-21
5228,2024-04-07 07:00:00+00:00,77,Smith-Douglas,SMB,FinTech,North,6832.0,5,Closed,Best Case,2024-05-15,won,2024-05-01,,12,Karen Berg,mcdowellshawn@example.com,South,2023-03-20
5234,2024-06-05 07:00:00+00:00,3462,Sullivan-Watkins,SMB,Education,South,8358.0,2,Demo,Omit,2024-06-10,open,,,20,John Blevins,dalton49@example.net,South,2024-03-09
5235,2024-06-03 07:00:00+00:00,3462,Sullivan-Watkins,SMB,Education,South,7431.0,5,Closed,Omit,2024-05-06,won,2024-08-18,,20,John Blevins,dalton49@example.net,South,2024-03-09
5238,2024-05-17 07:00:00+00:00,3384,"Hanna, Berger and Hartman",SMB,Education,West,21981.0,3,Proposal,Commit,2024-05-02,open,,,31,Diana Welch,zwright@example.org,West,2023-07-16
5239,2024-05-25 07:00:00+00:00,3384,"Hanna, Berger and Hartman",SMB,Education,West,9606.0,5,Closed,Commit,2024-06-17,won,2024-06-01,,31,Diana Welch,zwright@example.org,West,2023-07-16
5281,2024-04-13 07:00:00+00:00,1728,Murphy-Osborne,SMB,Education,North,8722.0,5,Closed,Best Case,2024-06-03,won,2024-06-11,,14,Melissa Wang MD,valerieliu@example.com,South,2023-09-18
5288,2024-04-21 07:00:00+00:00,114,Brown Inc,SMB,Retail,East,14922.0,5,Closed,Commit,2024-04-14,won,2024-07-01,,24,Kenneth Rivas,wbrock@example.org,East,2022-12-14
5289,2024-04-28 07:00:00+00:00,114,Brown Inc,SMB,Retail,East,21700.0,5,Closed,Commit,2024-06-14,won,2024-07-31,,24,Kenneth Rivas,wbrock@example.org,East,2022-12-14
5293,2024-06-02 07:00:00+00:00,2267,Fisher-Sanchez,SMB,FinTech,International,8451.0,5,Closed,Commit,2024-06-03,won,2024-07-29,,49,Monica Acosta,xbush@example.net,International,2023-03-12
5295,2024-06-10 07:00:00+00:00,3953,Torres Group,Mid-Market,FinTech,South,81707.0,2,Demo,Best Case,2024-04-04,open,,,49,Monica Acosta,xbush@example.net,International,2023-03-12
5296,2024-06-13 07:00:00+00:00,3953,Torres Group,Mid-Market,FinTech,South,95634.0,5,Closed,Commit,2024-05-10,won,2024-09-21,,49,Monica Acosta,xbush@example.net,International,2023-03-12
5297,2024-06-13 07:00:00+00:00,3953,Torres Group,Mid-Market,FinTech,South,29960.0,2,Demo,Commit,2024-05-14,open,,,49,Monica Acosta,xbush@example.net,International,2023-03-12
5298,2024-06-13 07:00:00+00:00,3953,Torres Group,Mid-Market,FinTech,South,25262.0,5,Closed,Best Case,2024-04-06,won,2024-08-11,,49,Monica Acosta,xbush@example.net,International,2023-03-12
5300,2024-05-09 07:00:00+00:00,1186,Lester Inc,SMB,FinTech,West,11302.0,5,Closed,Best Case,2024-04-09,won,2024-06-17,,35,Christian Jones,hamiltontimothy@example.org,West,2023-08-21
5316,2024-04-24 07:00:00+00:00,2532,Krueger-Brown,SMB,Education,West,24922.0,5,Closed,Omit,2024-05-16,won,2024-05-09,,33,Jeffrey Martin,michaelnguyen@example.net,West,2023-10-02
5377,2024-06-16 07:00:00+00:00,2037,"Robinson, Kim and Williams",SMB,FinTech,East,8199.0,5,Closed,Commit,2024-06-05,won,2024-07-15,,29,Jamie Stevens,beckygarrison@example.com,East,2022-03-29
5400,2024-04-30 07:00:00+00:00,1153,"Mckenzie, Sherman and Marks",Enterprise,Education,South,274565.0,5,Closed,Omit,2024-06-03,won,2024-08-10,,19,Christopher Hughes,dawn43@example.net,South,2023-06-10
5406,2024-04-06 07:00:00+00:00,3528,"Monroe, Owens and Cervantes",SMB,Healthcare,International,12399.0,2,Demo,Commit,2024-05-14,open,,,44,Stephanie Mejia,youngtimothy@example.net,International,2022-07-30
5421,2024-06-01 07:00:00+00:00,228,"Gallagher, Colon and Heath",SMB,Retail,North,18179.0,2,Demo,Omit,2024-06-08,open,,,1,Adam Rodriguez,kingsteven@example.com,North,2022-10-16
5423,2024-04-11 07:00:00+00:00,2338,"Smith, Hernandez and Park",SMB,Healthcare,East,6439.0,2,Demo,Best Case,2024-05-08,open,,,25,Kyle Lee,scottcrane@example.com,East,2023-09-24
5433,2024-06-19 07:00:00+00:00,2430,Baker Group,Mid-Market,Retail,International,42824.0,5,Closed,Commit,2024-04-11,won,2024-10-05,,49,Monica Acosta,xbush@example.net,International,2023-03-12
5452,2024-05-27 07:00:00+00:00,84,Perez Group,SMB,Education,South,20286.0,5,Closed,Commit,2024-05-14,lost,2024-07-21,no_decision,19,Christopher Hughes,dawn43@example.net,South,2023-06-10
5467,2024-06-28 07:00:00+00:00,211,"Long, Burns and Jackson",Enterprise,Healthcare,South,338011.0,5,Closed,Commit,2020-01-01,won,2024-07-12,,20,John Blevins,dalton49@example.net,South,2024-03-09
5482,2024-05-04 07:00:00+00:00,1365,Olson-Lucero,SMB,Retail,North,16603.0,5,Closed,Commit,2024-04-12,lost,2024-06-28,no_decision,4,Felicia Flores,stacey58@example.com,North,2022-05-04
5485,2024-05-06 07:00:00+00:00,3162,Garcia-Hughes,Mid-Market,Education,West,46674.0,5,Closed,Commit,2024-06-27,lost,2024-06-19,no_decision,40,Wendy Holmes,reginaldtaylor@example.org,West,2023-11-15
5493,2024-05-30 07:00:00+00:00,1596,Montoya PLC,Mid-Market,Education,West,41885.0,5,Closed,Best Case,2024-05-29,won,2024-06-07,,33,Jeffrey Martin,michaelnguyen@example.net,West,2023-10-02
5499,2024-06-06 07:00:00+00:00,1515,"Dyer, Phillips and Davies",SMB,Healthcare,West,24639.0,5,Closed,Omit,2024-05-04,lost,2024-09-25,timing,36,James Butler,cassidyrosario@example.net,West,2023-11-15
5517,2024-05-29 07:00:00+00:00,1774,Hernandez-Alvarado,SMB,Retail,West,12090.0,3,Proposal,Best Case,2024-04-25,open,,,39,Julie Richards,allison89@example.net,West,2023-03-16
5525,2024-05-15 07:00:00+00:00,2147,Ramos-Mccann,SMB,FinTech,South,5600.0,2,Demo,Commit,2024-06-18,open,,,18,Savannah Willis,peter85@example.com,South,2023-09-21
5542,2024-06-06 07:00:00+00:00,2559,Wilson-Williams,SMB,FinTech,South,9971.0,5,Closed,Omit,2024-06-01,lost,2024-07-30,timing,16,Steven Murray,goldenwilliam@example.net,South,2024-06-24
5551,2024-04-14 07:00:00+00:00,2009,Scott-Shannon,Mid-Market,Education,International,73912.0,5,Closed,Best Case,2024-05-08,won,2024-05-24,,42,Melissa Buckley,jasonjuarez@example.org,International,2024-01-19
5556,2024-04-10 07:00:00+00:00,2033,Garcia-Walker,SMB,FinTech,West,24658.0,5,Closed,Best Case,2024-04-06,won,2024-07-21,,34,Harold Goodman,monroesandra@example.org,West,2023-07-15
5558,2024-05-10 07:00:00+00:00,1271,Oconnor LLC,SMB,FinTech,East,14384.0,5,Closed,Omit,2024-06-14,lost,2024-08-22,timing,27,Rachel Gonzalez,jon63@example.com,East,2022-04-06
5561,2024-06-17 07:00:00+00:00,169,Jones-Gonzalez,SMB,Healthcare,South,10595.0,5,Closed,Omit,2024-04-01,won,2024-07-28,,15,Jennifer Bentley,greenespencer@example.com,South,2022-07-17
5570,2024-06-17 07:00:00+00:00,3702,Reed and Sons,SMB,Education,South,13590.0,5,Closed,Omit,2024-05-20,won,2024-07-22,,19,Christopher Hughes,dawn43@example.net,South,2023-06-10
5571,2024-06-01 07:00:00+00:00,2578,Mcgee LLC,Mid-Market,Healthcare,North,72041.0,5,Closed,Omit,2024-04-01,won,2024-06-21,,7,Vanessa Mcgee,helen89@example.com,North,2023-08-23
5572,2024-04-15 07:00:00+00:00,1906,"Hughes, Luna and Gutierrez",SMB,FinTech,North,17590.0,1,Discovery,Best Case,2024-06-06,open,,,6,Sierra Cordova,janetdalton@example.com,North,2023-08-16
5581,2024-06-27 07:00:00+00:00,2298,Walton Ltd,SMB,Education,West,10785.0,2,Demo,Omit,2024-05-22,open,,,39,Julie Richards,allison89@example.net,West,2023-03-16
5584,2024-06-25 07:00:00+00:00,217,Morris PLC,SMB,FinTech,South,14532.0,5,Closed,Best Case,2024-05-25,lost,2024-07-25,feature_gap,12,Karen Berg,mcdowellshawn@example.com,South,2023-03-20
5598,2024-06-22 07:00:00+00:00,844,Carrillo-Powers,SMB,Healthcare,West,7274.0,5,Closed,Omit,2024-04-04,won,2024-08-24,,39,Julie Richards,allison89@example.net,West,2023-03-16
5604,2024-05-27 07:00:00+00:00,3317,"Williams, Ferrell and Taylor",SMB,Retail,East,8433.0,1,Discovery,Best Case,2024-04-24,open,,,27,Rachel Gonzalez,jon63@example.com,East,2022-04-06
5613,2024-05-05 07:00:00+00:00,1791,"Anderson, Mccarthy and Silva",SMB,FinTech,West,5547.0,5,Closed,Best Case,2024-06-24,won,2024-08-22,,33,Jeffrey Martin,michaelnguyen@example.net,West,2023-10-02
5615,2024-04-09 07:00:00+00:00,790,Gardner Inc,SMB,Retail,East,15252.0,5,Closed,Commit,2024-04-20,won,2024-05-06,,25,Kyle Lee,scottcrane@example.com,East,2023-09-24
5627,2024-04-24 07:00:00+00:00,1827,Short Inc,Mid-Market,Healthcare,International,62660.0,2,Demo,Omit,2024-06-08,open,,,49,Monica Acosta,xbush@example.net,International,2023-03-12
5629,2024-06-18 07:00:00+00:00,605,Mckinney PLC,SMB,Retail,South,12388.0,5,Closed,Omit,2024-04-24,won,2024-08-26,,17,Chris Park,bradley85@example.com,South,2022-05-23
5633,2024-06-03 07:00:00+00:00,3583,"Johnson, Schaefer and Rodriguez",SMB,Retail,International,8377.0,3,Proposal,Omit,2024-06-26,open,,,42,Melissa Buckley,jasonjuarez@example.org,International,2024-01-19
5634,2024-05-16 07:00:00+00:00,3349,Carpenter-Fleming,SMB,Healthcare,South,20172.0,5,Closed,Best Case,2024-05-25,won,2024-05-23,,12,Karen Berg,mcdowellshawn@example.com,South,2023-03-20
5656,2024-05-20 07:00:00+00:00,1821,Mckay Inc,SMB,Healthcare,East,21320.0,5,Closed,Omit,2024-06-21,won,2024-06-29,,23,Tony Tyler,powellalex@example.net,East,2022-04-04
5662,2024-04-06 07:00:00+00:00,3246,"Davidson, Walton and Espinoza",SMB,Education,North,6355.0,3,Proposal,Best Case,2020-01-01,open,,,3,Dale Hopkins,william51@example.org,North,2023-07-07
5668,2024-04-27 07:00:00+00:00,1222,Wood-Robinson,SMB,FinTech,South,13069.0,2,Demo,Omit,2024-05-14,open,,,17,Chris Park,bradley85@example.com,South,2022-05-23
5670,2024-06-07 07:00:00+00:00,1068,Lewis and Sons,SMB,FinTech,East,13875.0,5,Closed,Best Case,2020-01-01,won,2024-06-21,,23,Tony Tyler,powellalex@example.net,East,2022-04-04
5684,2024-05-04 07:00:00+00:00,1020,"Rivas, Shah and Ryan",Mid-Market,Healthcare,North,77305.0,5,Closed,Omit,2024-04-24,won,2024-07-19,,5,Mr. Brandon Fuller DDS,pnichols@example.net,North,2023-02-11
5686,2024-04-12 07:00:00+00:00,214,"Parker, Martinez and Brown",Mid-Market,Healthcare,North,34684.0,5,Closed,Omit,2024-04-30,lost,2024-07-23,no_decision,14,Melissa Wang MD,valerieliu@example.com,South,2023-09-18
5689,2024-06-12 07:00:00+00:00,2476,Brown-Simmons,SMB,Healthcare,International,19819.0,5,Closed,Omit,2024-06-30,won,2024-09-05,,48,Brianna Andrews,brandonyu@example.net,International,2023-05-22
5696,2024-04-14 07:00:00+00:00,1294,Jones-Adams,SMB,Retail,South,9219.0,5,Closed,Commit,2024-04-14,lost,2024-05-22,feature_gap,13,Margaret Brown,taylordaniel@example.com,South,2024-05-31
5698,2024-06-05 07:00:00+00:00,1937,"Alvarez, Sanchez and Cross",SMB,Retail,West,24072.0,5,Closed,Commit,2024-05-21,lost,2024-07-08,timing,37,Grace Jacobs,adam16@example.com,West,2022-07-26
